1477811,48,172
1421481,44,172
1436835,35,156
1433959,36,136
1434348,49,180
1493656,47,134
1446332,32,146
1482583,18,147
1490161,27,128
1411237,17,147
1447623,48,143
1493583,35,167
1495420,17,149
1406442,52,176
1427682,56,144
1427167,56,141
1461784,59,191
1483587,24,120
1444657,58,131
1412046,26,195
1438324,21,158
1462177,47,167
1423322,17,143
1422738,50,191
1479411,29,142
1429865,28,131
1443847,42,133
1423974,44,131
1488219,14,162
1414561,25,186
1469791,33,170
1494888,17,126
1430871,39,192
1477039,52,174
1479264,45,149
1409018,34,178
1499837,19,169
1457640,23,134
1492287,27,170
1484685,55,144
1481537,17,143
1426032,35,193
1488679,58,164
1454403,13,157
1488287,28,151
1495767,14,170
1408297,35,182
1436662,22,154
1493889,39,123
1499494,26,124
1480252,36,156
1418094,24,161
1460097,52,132
1463355,20,177
1481753,51,185
1486073,40,179
1418333,30,137
1412596,18,155
1459508,27,187
1463022,22,192
1470959,31,120
1400122,47,173
1470444,48,169
1466899,56,149
1413552,41,186
1480603,15,183
1454554,59,160
1424591,51,183
1463349,12,169
1406840,43,192
1472350,25,164
1451501,29,168
1434959,30,136
1470054,27,174
1438839,32,159
1428315,55,189
1473070,22,193
1411094,34,151
1410132,51,127
1414514,50,128
1405428,52,147
1449339,55,187
1441684,33,170
1432833,34,155
1494766,32,154
1423709,40,142
1479780,27,180
1449225,53,161
1456427,58,165
1433448,27,159
1492411,60,192
1440391,24,156
1424646,60,152
1487008,22,159
1446213,59,120
1466444,46,146
1415455,42,156
1413951,60,127
1431445,27,183
1471299,29,166
1467206,26,143
1446847,44,153
1424570,19,194
1464317,37,166
1401820,18,150
1469645,13,132
1483379,42,183
1412921,36,140
1429273,22,168
1449898,52,173
1438856,59,188
1483069,13,157
1487509,34,122
1486744,12,186
1430485,41,147
1493460,48,184
1484413,53,149
1412965,60,164
1455965,17,140
1420804,31,189
1413681,26,183
1462786,14,182
1479774,42,127
1435225,37,185
1442101,44,181
1490447,50,136
1446481,45,138
1404125,34,145
1403527,46,147
1466272,49,148
1490461,13,128
1477014,21,161
1425526,18,184
1496863,23,188
1427051,18,120
1425651,49,156
1479392,35,194
1486295,15,195
1491021,37,194
1419880,51,157
1464078,36,178
1415101,19,191
1457387,33,153
1456265,39,157
1497025,16,132
1498203,55,195
1467918,39,136
1405942,34,177
1453391,27,157
1456699,49,176
1438335,37,129
1427152,37,140
1416501,36,124
1473019,13,178
1428213,24,192
1499513,26,175
1411528,17,127
1472636,14,122
1491691,21,187
1455974,43,153
1425246,17,190
1410090,30,159
1452800,27,179
1458253,37,139
1489024,55,187
1431465,49,132
1411920,43,138
1475117,59,175
1433545,34,165
1444462,53,194
1467304,22,172
1467306,47,131
1469464,33,172
1486937,41,153
1433584,36,129
1403133,21,143
1446409,30,167
1479942,16,168
1405556,44,133
1499185,35,151
1469267,35,159
1472199,31,131
1451354,30,137
1451292,24,189
1413929,15,134
1407984,38,160
1472284,52,142
1475372,35,188
1464780,51,193
1410031,15,168
1457509,42,179
1472468,20,186
1452413,13,142
1460403,32,129
1497177,43,154
1458114,48,145
1447618,54,194
1467426,60,132
1436002,16,193
1434866,57,161
1468532,34,125
1416921,59,191
1437869,14,128
1461407,55,191
1496469,55,161
1423288,27,186
1448201,23,153
1408954,41,144
1486861,54,193
1468370,35,145
1468443,39,135
1479897,42,133
1424116,40,139
1457561,36,122
1407710,30,184
1419876,50,156
1442637,19,143
1407431,44,134
1432229,27,186
1462504,39,148
1441124,45,188
1479363,17,176
1448808,28,147
1473751,38,133
1431897,47,164
1484376,39,178
1414870,39,195
1410610,37,133
1443924,39,179
1415215,17,146
1471664,23,126
1485496,54,143
1436209,19,120
1442765,48,178
1418653,39,145
1426078,49,142
1452252,18,172
1459014,56,137
1484547,25,181
1400829,41,186
1430344,40,166
1463224,40,157
1450150,55,172
1418608,40,154
1447169,49,123
1457545,29,150
1445448,44,183
1403757,57,131
1489242,51,176
1495706,17,175
1414616,47,141
1436956,45,158
1421645,37,177
1444115,18,153
1435476,50,184
1400811,59,165
1419187,14,121
1401831,42,186
1422542,29,167
1490783,32,129
1468924,40,163
1485147,22,137
1448768,19,149
1489717,59,170
1425050,47,180
1492566,45,174
1495355,54,185
1471302,45,184
1422948,24,156
1452818,32,130
1446449,21,129
1409477,49,162
1455468,25,142
1422045,46,151
1459395,31,158
1449394,12,195
1440025,19,146
1420576,36,164
1459516,49,194
1487310,28,135
1445788,17,160
1445717,27,145
1471568,28,143
1478478,43,183
1448979,57,173
1411721,24,141
1402663,31,156
1435727,24,184
1435463,33,137
1416596,47,163
1423676,42,122
1443182,43,178
1423045,16,144
1407459,18,122
1424483,23,158
1419133,35,147
1442977,40,193
1455493,14,170
1449857,24,181
1437842,56,185
1470884,49,121
1447481,18,190
1465073,33,191
1421033,57,184
1488773,42,121
1410331,58,126
1430331,55,140
1442664,48,152
1423752,28,165
1496036,27,160
1424092,18,141
1423341,54,188
1432916,46,171
1491193,29,127
1401891,24,151
1467478,48,132
1420927,12,156
1486282,31,193
1478431,55,125
1479146,49,162
1442709,44,165
1475724,40,181
1405733,43,172
1455620,54,126
1486649,23,134
1422714,38,130
1429911,52,165
1466293,37,156
1466844,14,165
1457473,56,158
1480579,41,159
1479793,45,187
1453421,43,139
1498735,42,136
1496255,59,123
1480320,27,146
1433261,49,173
1410181,13,188
1449142,32,186
1496095,37,142
1442910,19,133
1452110,55,172
1411405,36,162
1434330,34,123
1410807,27,191
1473151,60,170
1403483,57,131
1477763,13,140
1492798,16,152
1456208,46,174
1481156,36,158
1480153,41,175
1447531,13,131
1449373,51,126
1464147,50,176
1460394,29,143
1471538,32,151
1444255,56,156
1427363,15,155
1464651,56,159
1466517,26,130
1481679,50,167
1444416,17,154
1443486,48,144
1404528,55,179
1478495,27,145
1470614,55,183
1491133,12,167
1420178,12,161
1437819,38,162
1423982,38,195
1486732,55,166
1470523,43,142
1408812,43,160
1454504,56,159
1470094,18,126
1434558,52,180
1479910,43,195
1451576,16,176
1495105,60,188
1481082,12,127
1468415,20,131
1400738,41,183
1438097,26,145
1483021,23,130
1441650,32,181
1477297,37,164
1476018,60,133
1445722,19,149
1478180,37,185
1459466,60,169
1460443,45,177
1413557,42,185
1485615,52,146
1468926,32,172
1488952,41,165
1432132,27,160
1451053,15,150
1450005,47,154
1484312,14,123
1474725,25,140
1414755,39,126
1457551,42,145
1484122,28,152
1410228,39,148
1404300,54,171
1487261,48,144
1474264,20,150
1440786,41,194
1486789,30,162
1439152,56,135
1420523,28,145
1464584,42,158
1442182,17,165
1446350,42,128
1483661,40,149
1439081,47,188
1433766,12,194
1496212,16,147
1437682,18,177
1470944,28,128
1452165,22,170
1461790,29,195
1443875,39,124
1421287,30,122
1427031,26,126
1483859,21,158
1499644,12,123
1430593,14,170
1415319,43,166
1463796,21,171
1461115,14,173
1408355,38,180
1401259,19,191
1489667,45,193
1431148,43,126
1476257,27,175
1492323,16,130
1423645,54,120
1474139,55,122
1450927,40,147
1407509,39,181
1442478,52,181
1484129,38,139
1416976,16,168
1421236,29,132
1468710,20,176
1433475,14,145
1434771,34,177
1408573,59,180
1456986,36,171
1486766,54,194
1453023,14,172
1433907,24,182
1412501,44,136
1488517,35,152
1454583,48,180
1422228,35,191
1405712,28,133
1469176,21,136
1482761,37,185
1457292,26,138
1469755,57,149
1467224,30,151
1494365,47,144
1485938,44,164
1443554,30,192
1470292,59,133
1415165,24,177
1430934,26,187
1489133,17,177
1441392,32,154
1417212,56,182
1498870,44,127
1470547,40,139
1490572,34,165
1428028,13,177
1425706,32,180
1457858,48,154
1477036,41,138
1409234,57,131
1446527,37,158
1484239,16,141
1463126,29,195
1450661,57,138
1417576,24,143
1497487,39,166
1411232,18,160
1466201,13,122
1409387,19,127
1419533,19,158
1402241,16,184
1483915,51,142
1420023,56,157
1408520,24,142
1432055,38,130
1488097,47,128
1415612,35,121
1416657,53,150
1496789,44,166
1419954,50,161
1416453,13,169
1439138,22,124
1455946,17,175
1464493,41,160
1447241,13,183
1403905,31,186
1468583,16,130
1417436,46,133
1425098,53,126
1407529,33,160
1439789,28,151
1440672,34,147
1476873,46,131
1460167,53,120
1438603,56,176
1493830,34,180
1462584,37,144
1446031,47,180
1478760,33,153
1497115,20,158
1401858,34,139
1417844,18,195
1494217,26,155
1477124,43,183
1421279,21,147
1405777,29,136
1443853,14,195
1423518,60,144
1458583,29,184
1440056,19,135
1469251,44,181
1409671,55,131
1494864,51,187
1497888,32,177
1499224,55,140
1405750,45,192
1484707,36,130
1478471,26,130
1426442,32,123
1473180,51,150
1409529,57,193
1415919,46,142
1473764,56,168
1498087,28,122
1458302,53,159
1472776,38,151
1459855,38,186
1423845,13,143
1429346,54,135
1443600,25,186
1439052,25,172
1425228,23,188
1425280,37,123
1465396,29,129
1490732,16,168
1487207,42,182
1488982,23,194
1451295,38,175
1482642,45,175
1491707,47,127
1407826,12,187
1453458,34,125
1412630,19,142
1466276,41,133
1407233,27,125
1407900,59,137
1480560,27,170
1482103,26,123
1408977,39,172
1474753,17,162
1447087,19,154
1443967,35,138
1475817,40,168
1411192,32,126
1474169,37,139
1458756,44,150
1401396,21,185
1436081,22,129
1434368,45,191
1417249,24,149
1498480,15,124
1437408,37,188
1490836,17,127
1494319,54,133
1497571,30,172
1463200,54,128
1461014,30,141
1488727,24,123
1405629,14,136
1414491,49,152
1458840,35,189
1488939,58,183
1434716,32,146
1471456,49,124
1404997,22,139
1471703,26,180
1414220,48,164
1465992,57,188
1411498,25,144
1423100,58,179
1442392,45,167
1418967,13,122
1455928,31,172
1494638,41,127
1472195,53,190
1406388,42,123
1472608,55,161
1456244,21,153
1459286,51,176
1486542,28,160
1453824,45,194
1469219,20,192
1427005,50,179
1438332,59,195
1411455,17,161
1492495,32,161
1474822,34,129
1453079,29,190
1451027,36,195
1400926,27,173
1470833,37,139
1416243,13,172
1466916,26,157
1433163,35,185
1482315,48,129
1450881,43,171
1415597,12,135
1436009,33,183
1492219,17,146
1461132,56,122
1498251,37,172
1471692,33,174
1487777,22,145
1400737,33,186
1407450,35,169
1483208,40,167
1402100,42,180
1493810,15,170
1488093,32,176
1426801,24,166
1477448,12,150
1419754,49,131
1435851,49,131
1410745,17,190
1419441,52,127
1472229,36,189
1415721,25,144
1430036,42,151
1499933,59,123
1404491,17,185
1480649,24,177
1457443,45,156
1433559,15,147
1484224,13,162
1432824,40,195
1494964,53,186
1418379,21,179
1424283,60,149
1475403,21,154
1479655,51,145
1493528,25,130
1406799,28,121
1493321,15,172
1440029,45,126
1464565,54,177
1498648,31,152
1472697,51,152
1453382,16,178
1407502,12,129
1491216,40,150
1445475,58,181
1406700,36,185
1477553,37,154
1475790,27,151
1458575,55,166
1421939,57,165
1433197,44,168
1459060,19,195
1430986,24,125
1437530,41,168
1416306,17,184
1402060,22,192
1480095,32,190
1441230,42,120
1419154,14,149
1456248,17,134
1458064,53,125
1419392,43,143
1477169,36,184
1476220,42,190
1487826,29,153
1422907,50,173
1487000,22,166
1461200,23,174
1465649,29,189
1491733,58,141
1405940,38,130
1439012,18,140
1461744,48,194
1440594,34,185
1441273,20,121
1462078,14,158
1473116,18,180
1499150,23,164
1441478,23,184
1470541,51,160
1450253,50,140
1477752,33,181
1486574,26,177
1409239,45,132
1483230,43,195
1414784,14,176
1427293,53,156
1442817,13,175
1493592,57,153
1406554,30,183
1467534,56,179
1425418,37,146
1429468,23,129
1440911,49,175
1430756,36,130
1476369,51,147
1404012,53,147
1447270,15,176
1493268,20,179
1442965,34,138
1492893,53,147
1411611,27,157
1426200,16,140
1445267,59,185
1490713,32,187
1498933,22,182
1417236,40,134
1480406,14,135
1434309,52,127
1424000,36,121
1401263,15,166
1453648,57,131
1489681,13,137
1449499,60,183
1474467,32,156
1468325,24,171
1485371,24,184
1492373,37,147
1441852,25,121
1413019,53,172
1447679,59,135
1419352,34,159
1433405,24,123
1466954,30,147
1474316,24,138
1419386,45,181
1497119,33,130
1455146,50,192
1455123,32,142
1457944,56,124
1467927,36,130
1474473,44,165
1496030,30,182
1465766,44,190
1449784,55,171
1470587,16,179
1451628,20,188
1478603,14,189
1427237,18,124
1478923,34,154
1418511,51,187
1464636,42,192
1454364,14,158
1473799,41,144
1476051,48,146
1469911,12,143
1450828,53,164
1453272,45,182
1485260,55,142
1417491,25,131
1471321,54,177
1462379,35,165
1444762,58,156
1497720,59,194
1461669,18,122
1407408,31,163
1435071,29,139
1456229,14,161
1496157,29,157
1465598,17,128
1404593,54,155
1445960,31,192
1427792,27,151
1465404,60,136
1409062,22,171
1420438,18,176
1468275,19,160
1447251,57,131
1419699,21,124
1426899,39,158
1425924,15,133
1484418,13,125
1487072,36,178
1416301,24,127
1426308,23,184
1473182,38,165
1443309,41,145
1487371,17,193
1433534,51,177
1421383,18,174
1437484,47,175
1456601,57,171
1482410,29,149
1497811,24,154
1437385,37,168
1456769,54,169
1496664,21,186
1437315,54,185
1427721,44,126
1494669,47,135
1495581,30,193
1462877,39,140
1461370,30,179
1409512,51,174
1441727,45,155
1491192,32,151
1456798,16,128
1449827,58,188
1493607,22,167
1443451,22,169
1498662,39,149
1458763,36,134
1466308,53,148
1481286,46,160
1450874,34,140
1400629,14,131
1459333,32,144
1467802,17,147
1437106,20,156
1430603,25,126
1484324,17,151
1412395,12,193
1490711,50,142
1405387,50,153
1471712,57,154
1484563,31,143
1400907,56,151
1448150,46,151
1428477,36,162
1410363,59,124
1403520,27,139
1420040,34,155
1454144,27,167
1429145,57,192
1453891,15,129
1456429,60,172
1424740,50,166
1418076,46,138
1433075,30,162
1481827,48,139
1454736,58,173
1478500,57,139
1497637,57,122
1492000,13,143
1464835,59,190
1468085,52,181
1443610,33,134
1458155,49,166
1410244,53,122
1459746,44,179
1411895,29,194
1496738,46,155
1474097,44,167
1445488,50,153
1436778,19,195
1428143,47,176
1461700,46,155
1407947,41,170
1445152,56,167
1401217,40,187
1471677,59,127
1403209,47,161
1437185,41,189
1460981,18,195
1442858,15,161
1466249,44,186
1460921,44,163
1437871,26,153
1401083,18,137
1473004,38,157
1492756,15,152
1430923,58,176
1451484,15,158
1449422,39,153
1416941,37,127
1405243,46,183
1453888,56,141
1430084,42,143
1482301,57,174
1423586,58,135
1402114,44,124
1405164,58,177
1483941,22,178
1480451,53,189
1404779,13,185
1433260,48,191
1473227,26,132
1406103,42,192
1489278,49,190
1493457,18,165
1431410,35,134
1428252,51,182
1443822,25,137
1449014,17,153
1442629,39,127
1436116,31,133
1403197,57,159
1475755,58,124
1423740,59,152
1482374,17,174
1433334,56,182
1455766,47,184
1410180,54,173
1439910,35,175
1405180,48,144
1413922,12,143
1405746,27,137
1441271,34,127
1455713,37,191
1408301,29,185
1483070,60,129
1494641,28,150
1464975,34,123
1428190,60,187
1430810,56,164
1438747,44,172
1434789,15,192
1491138,59,167
1419071,59,126
1419809,30,154
1440077,46,165
1411266,45,192
1406361,35,185
1410084,48,164
1499981,25,126
1464976,41,121
1430509,46,120
1473735,25,181
1469739,59,176
1444368,46,194
1459275,46,140
1403662,57,130
1409376,57,148
1404555,36,164
1433851,31,121
1441412,31,184
1439609,52,158
1429993,55,185
1486457,59,125
1475368,19,123
1455405,36,182
1409199,22,137
1465321,36,141
1421960,24,165
1419224,56,167
1447778,26,167
1437924,39,160
1429250,15,132
1427514,16,158
1482416,36,159
1430460,52,151
1428462,40,153
1470894,46,155
1458169,38,179
1439433,25,165
1455290,12,161
1435814,55,168
1486805,42,128
1480452,46,134
1441963,15,163
1404810,44,136
1434593,13,179
1441186,12,192
1482993,46,131
1403731,33,124
1452814,57,123
1472658,23,127
1487456,26,188
1452099,48,127
1439699,50,170
1441218,42,177
1437904,52,121
1431282,57,149
1479419,32,171
1415706,55,130
1428749,24,147
1441538,58,128
1424179,55,121
1434551,20,168
1408638,39,124
1451146,28,186
1446869,54,150
1452394,35,184
1447491,55,187
1495800,42,192
1422246,34,177
1480478,31,140
1410853,55,154
1415802,47,141
1430823,40,164
1494786,44,167
1448289,33,124
1450687,12,145
1441893,57,152
1417754,54,184
1450083,33,122
1460032,35,189
1413261,31,168
1416780,55,132
1488472,47,184
1436196,19,173
1408941,22,189
1418691,40,187
1417877,20,129
1416056,51,163
1425053,41,149
1434023,36,190
1448224,24,144
1436119,13,138
1440758,18,149
1468481,51,161
1442542,19,153
1478079,47,127
1407757,58,122
1424951,15,120
1433816,23,145
1464630,17,131
1474697,15,132
1443440,52,156
1455733,45,120
1434872,56,178
1410897,12,176
1440446,20,146
1499838,32,149
1416410,48,123
1493209,48,168
1433225,48,190
1469953,38,187
1480234,18,140
1452768,45,134
1433797,48,166
1438189,55,178
1450043,38,148
1467513,51,126
1400067,44,194
1439555,12,153
1407482,21,143
1400346,45,165
1443645,60,152
1445064,43,170
1490655,38,175
1468446,37,139
1441386,26,148
1464376,21,181
1413450,32,173
1444273,50,123
1499434,29,148
1415036,24,125
1418201,59,138
1414567,26,182
1433111,49,138
1491456,59,151
1433005,49,188
1428019,30,191
1468850,29,190
1475760,30,181
1488852,20,158
1469084,60,186
1416041,53,174
1425674,45,135
1403228,17,190
1464633,56,123
1484055,20,132
1444603,39,177
1422467,44,120
1466534,33,139
1492045,46,162
1471475,40,184
1412486,36,152
1403290,32,139
1481735,33,147
1434243,58,152
1452332,30,153
1468638,32,184
1460749,25,165
1446512,15,137
1438978,19,174
1458361,15,151
1480998,49,121
1465566,47,183
1417837,46,172
1446329,43,135
1462187,43,122
1412992,35,128
1469210,29,125
1444960,44,194
1411091,18,195
1469227,16,155
1469889,33,146
1481632,28,136
1498747,45,136
1436988,41,180
1484515,49,165
1414392,37,174
1422046,43,171
1454207,21,186
1499966,18,158
1444146,60,170
1459621,54,172
1426085,16,130
1416249,59,127
1481583,52,186
1424001,16,191
1427726,26,167
1453357,46,165
1484243,21,170
1431209,35,186
1464715,50,134
1408777,37,183
1438736,47,153
1476235,38,190
1472050,40,184
1441489,33,160
1476595,45,159
1422383,34,173
1435284,33,182
1445626,26,186
1453314,43,128
1472017,46,139
1444604,24,176
1493490,35,120
1410560,51,174
1412197,60,179
1446478,34,156
1443617,45,156
1406931,60,178
1412541,18,123
1485117,30,148
1422566,15,147
1486933,20,136
1484575,23,139
1472218,49,164
1491706,31,153
1466059,46,124
1437160,12,138
1473208,22,185
1420202,12,193
1461161,35,123
1455504,21,181
1495156,14,187
1486478,31,156
1404247,58,189
1432305,41,141
1406119,33,159
1488160,56,124
1491252,35,162
1481460,40,175
1467993,52,188
1431255,47,153
1408784,30,123
1494681,50,186
1401369,15,187
1427224,32,137
1465188,22,195
1437296,46,160
1434831,33,151
1452777,38,136
1452695,23,164
1403577,30,149
1400072,46,173
1498751,52,133
1413912,20,175
1490120,49,182
1471439,26,191
1433243,23,143
1408016,35,122
1415116,55,168
1435951,40,165
1431887,30,181
1410317,12,185
1495090,30,137
1416295,17,181
1476921,50,128
1467571,18,143
1494910,50,195
1418092,26,179
1432188,28,132
1464935,16,126
1407306,20,164
1432311,35,181
1482995,29,159
1441632,17,139
1492360,16,121
1424090,50,139
1434482,52,151
1404191,14,162
1456226,35,184
1499143,60,180
1443119,20,147
1492414,60,122
1411955,51,164
1494858,36,188
1441972,45,155
1419529,35,129
1471183,40,171
1452757,44,159
1492862,24,170
1462962,17,174
1453453,57,183
1417096,60,159
1413309,29,194
1417078,25,120
1440322,36,154
1487425,41,123
1466890,38,133
1496701,29,165
1471765,21,152
1498166,42,125
1405647,25,144
1464948,55,136
1497377,12,134
1407531,39,183
1412582,38,176
1434132,54,177
1423524,19,129
1497058,46,171
1492410,44,190
1413442,14,162
1474583,57,148
1457740,29,188
1408372,43,172
1437299,44,143
1406627,59,173
1457835,52,124
1478885,55,192
1481986,59,158
1403485,16,188
1482329,14,166
1479569,35,163
1494346,29,127
1412665,49,134
1429776,49,136
1444385,53,120
1417005,18,178
1434114,27,147
1497170,57,131
1494405,59,180
1490522,56,148
1498250,24,140
1498012,19,120
1443731,18,135
1482563,29,121
1422531,57,163
1407476,57,160
1437805,29,161
1479803,46,165
1430900,38,181
1420345,12,152
1416725,22,147
1400118,55,184
1448981,44,120
1446268,18,178
1414597,29,170
1444315,27,142
1476750,15,157
1416200,23,141
1406916,16,161
1421364,19,139
1402978,19,189
1425131,48,182
1415180,33,181
1466068,47,140
1455606,56,138
1426762,35,127
1414830,55,137
1415704,19,121
1483462,33,127
1498304,40,173
1420123,15,162
1418863,52,163
1427450,24,160
1426888,14,188
1455814,41,137
1499213,20,133
1435763,53,185
1421975,19,185
1493775,45,177
1479150,33,190
1424706,27,143
1451049,23,172
1493019,14,179
1435330,23,149
1440954,55,142
1472273,13,125
1499230,22,160
1489394,26,149
1406123,44,172
1491106,36,154
1417942,39,151
1479675,50,147
1461065,52,136
1413411,58,149
1423667,19,128
1440098,18,170
1417053,44,120
1430704,17,135
1476003,48,192
1467925,42,126
1415520,34,143
1432429,23,192
1449001,54,128
1400922,33,140
1468364,42,155
1455018,27,126
1473787,18,152
1453832,42,169
1443264,48,172
1402495,14,139
1414430,21,193
1488547,16,153
1479616,13,124
1476154,48,182
1426465,29,145
1463192,16,165
1490919,20,181
1496680,12,131
1440449,60,179
1443832,51,150
1405019,20,162
1446311,20,179
1436291,54,168
1486832,25,175
1414865,36,193
1419645,15,128
1488327,40,172
1470945,41,130
1486795,27,166
1462923,33,120
1410483,53,186
1434890,43,194
1410765,47,136
1422123,21,168
1486259,21,162
1443364,25,136
1448978,12,191
1461401,30,191
1411334,21,193
1423476,28,139
1414899,49,151
1463399,12,178
1404184,48,176
1481621,25,160
1456442,33,152
1405167,14,164
1493312,42,145
1449276,20,137
1429111,57,131
1464701,37,157
1402841,16,171
1450957,43,159
1486160,16,163
1475516,24,165
1417685,50,155
1429971,44,171
1463714,51,182
1430341,53,151
1427858,46,185
1436111,25,151
1456357,12,189
1428058,23,194
1440292,15,162
1458168,56,121
1416783,21,123
1479465,38,120
1409749,44,151
1431895,56,178
1444360,26,185
1446083,35,139
1469552,25,172
1437952,12,184
1417933,53,151
1480500,57,164
1466880,29,182
1477558,19,130
1445065,43,179
1419742,26,169
1459418,50,150
1405277,42,156
1418694,47,155
1493789,35,157
1473293,52,144
1482597,20,166
1427995,12,147
1495631,42,186
1408721,12,194
1465087,22,164
1416325,34,152
1442806,39,189
1437209,54,178
1434099,38,170
1444180,38,139
1486031,20,183
1452360,33,162
1457573,18,176
1491059,28,121
1481861,18,133
1472566,19,152
1441047,15,156
1411064,44,153
1413336,17,131
1427080,45,176
1486721,60,144
1437774,26,156
1478142,29,184
1464641,24,192
1469964,52,178
1450281,59,126
1460796,48,190
1430147,28,179
1429150,55,154
1463983,16,195
1480195,38,188
1417480,39,167
1443550,60,124
1461733,25,151
1479798,23,177
1473434,57,174
1473236,35,174
1446417,14,187
1434350,31,134
1465706,44,149
1416905,39,173
1408241,35,171
1481842,36,153
1442291,47,147
1410658,39,179
1498015,58,194
1467003,26,160
1462832,55,174
1471695,16,125
1420172,12,137
1443043,34,158
1459850,40,138
1403654,38,189
1444321,33,123
1464101,57,141
1487004,13,187
1467672,46,155
1402604,23,193
1429464,24,162
1458598,38,172
1492214,22,177
1438766,37,157
1457662,51,154
1432364,56,129
1437198,41,194
1448937,59,142
1428934,58,122
1419548,32,164
1446563,32,149
1479272,52,177
1447700,52,172
1439466,29,183
1475026,40,189
1470379,58,169
1475116,54,162
1446578,13,130
1412019,50,144
1404983,30,171
1446921,60,172
1425907,23,179
1449867,60,135
1446685,23,168
1406904,35,190
1416893,30,159
1479956,52,180
1483089,30,142
1496883,45,161
1460459,52,140
1467524,57,173
1492073,50,171
1426212,53,168
1414909,30,155
1463677,45,163
1470906,17,148
1438206,55,142
1454137,44,138
1425443,38,154
1437118,34,161
1410628,60,141
1402804,38,153
1423133,59,161
1451427,23,171
1478210,16,130
1488075,38,163
1498023,47,136
1433083,35,132
1415846,23,146
1436884,25,160
1469681,19,143
1464089,41,135
1451108,46,173
1488165,51,190
1495399,43,182
1467450,49,146
1435276,31,194
1407214,43,140
1457180,40,151
1482054,24,131
1431717,14,159
1462321,50,123
1491509,41,178
1468172,23,183
1424692,17,133
1402519,40,182
1401345,30,137
1465694,52,175
1414180,48,168
1494165,51,170
1467780,34,120
1466768,29,187
1433453,20,159
1408920,14,182
1426769,43,163
1461355,37,155
1490377,44,149
1445370,29,185
1495082,46,124
1413467,48,183
1439474,41,143
1408181,55,121
1480203,49,167
1438517,13,142
1406328,20,139
1488069,31,153
1490663,28,153
1465695,51,181
1479748,22,186
1451485,17,138
1404468,14,156
1459966,31,140
1448333,27,157
1496962,21,150
1479312,54,162
1423359,53,150
1485270,53,167
1430340,50,159
1402086,46,157
1494265,51,135
1419567,35,142
1411143,37,185
1434045,19,142
1447738,23,150
1416450,14,149
1457063,45,126
